Gamma_over_gamma_e,abs_R_full_optical,abs_R_all_coherences,abs_R_selective_e2,abs_R_class_I
13607.528864243332,2.1586508416505594e-08,3.1745900396298876e-14,0.7999529734504011,7.489321996957347e-24
14361.196859990772,1.938100968085147e-08,2.7005795603246563e-14,0.7999554410679274,1.3552527156068805e-20
15156.607589006013,1.7400812101157096e-08,2.297344443586563e-14,0.7999577792180361,1.355252850071799e-20
15996.073018614845,1.5622905448608974e-08,1.95431507348659e-14,0.7999599946918439,1.3552527156068805e-20
16882.03316700363,1.4026628767987733e-08,1.662507479772979e-14,0.7999620939244082,0.0
17817.06319545729,1.2593430641133474e-08,1.4142692279870556e-14,0.799964083013379,4.369223075071225e-24
18803.88089340913,1.1306653897218526e-08,1.2030978155993383e-14,0.7999659677366746,0.0
19845.35457805799,1.015134227964565e-08,1.023456357640215e-14,0.7999677535692334,1.3552527156068805e-20
20944.511431514686,9.114066832611852e-09,8.706380614283832e-15,0.7999694456988892,0.0
22104.546299710193,8.182769997708107e-09,7.406374775628666e-15,0.7999710490414154,6.776263578034403e-21
23328.830978641534,7.346625615602339e-09,6.300468230902717e-15,0.7999725682547834,1.3552527395756607e-20
24620.924014946253,6.595913211706541e-09,5.359706005837045e-15,0.7999740077526739,2.288416857303348e-24
25984.581049292472,5.921905109324396e-09,4.55940217221687e-15,0.7999753717172804,0.0
27423.765732649466,5.31676506269094e-09,3.8786045230589095e-15,0.7999766641114432,6.776263578034403e-21
28942.66124716746,4.773457234927241e-09,3.2994779326257773e-15,0.799977888690149,6.776263780413762e-21
30545.682465154317,4.285664466028836e-09,2.806802912921208e-15,0.7999790490114256,0.0
32237.48878149027,3.8477148832545566e-09,2.38769101061978e-15,0.7999801484466693,6.7762637095284e-21
34022.997656780644,3.454516002922071e-09,2.031174843120445e-15,0.799981190190429,6.776264002003854e-21
35907.39891061048,3.1014955594000854e-09,1.7278794497629923e-15,0.7999821772696788,0.0
37896.16980644716,2.7845483748752464e-09,1.4698799902929105e-15,0.7999831125526051,6.776263646901172e-21
39995.09097203661,2.499988653545144e-09,1.2504002011321652e-15,0.7999839987569324,8.67357766704997e-25
42210.263201568945,2.2445071466403986e-09,1.0636870345030053e-15,0.7999848384578134,0.0
44548.1251884498,2.015132691280937e-09,9.04861580629246e-16,0.7999856340953064,6.991395748168261e-25
47015.472240221294,1.8091976766513567e-09,7.69753049278607e-16,0.7999863879814593,6.276915183070038e-25
49619.47603002898,1.6243070366963167e-09,6.548140664679875e-16,0.7999871023070231,0.0
52367.70544204645,1.4583104093639015e-09,5.5703597116874e-16,0.799987779147814,3.388131826794434e-21
55268.14857144592,1.3092771391048073e-09,4.738573357483677e-16,0.7999884204707417,3.3881317890172014e-21
58329.235942862004,1.1754738323932045e-09,4.0310297959832153e-16,0.799989028139521,3.388131887195638e-21
